HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HIT_ID,Input.pr_link,Input.contributors_url,Input.merged,Input.submitter,Input.closer,Input.cores,Input.p_num,Input.c_num,Answer.Comment,Answer.GithubID,Answer.P1_Submitter,Answer.P2_Cores,Answer.P3_External,Answer.Q1_Support?,Answer.Q1_Support_Comment,Answer.Q2_Alternate S?,Answer.Q2_Alternate_Comment,Answer.Q3_Dis_Solution?,Answer.Q3_Dis_Solution_Comment,Answer.Q4_Dis_Problem?,Answer.Q4_Dis_Problem_Comment,Answer.Q5_Outcome?,Answer.Q5_Outcome_Comment?,Approve,Reject

3RTFSSG7T8UFYYE2N11FW06QPDWWLA,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:46:01 PDT 2016,,,3VHP9MDGRO8M6SWVA13HDDPOD9UFCI,AOURBN6JOHSN8,Rejected,Mon Sep 26 11:36:17 PDT 2016,Mon Sep 26 11:45:17 PDT 2016,Mon Oct 03 11:45:17 PDT 2016,,Wed Sep 28 14:46:01 PDT 2016,Submitter is wrong. If you have doubts about that. Please contact di.chen.mturk@gmail.com,540,0% (0/1),0% (0/1),0% (0/1),1235,https://github.com/OpenRCT2/OpenRCT2/pull/2692,https://github.com/OpenRCT2/OpenRCT2/graphs/contributors,TRUE,marijnvdwerf,IntelOrca,"IntelOrca, duncanspumpkin, marijnvdwerf",5,13,No,hwjoshi,IntelOrca,"IntelOrca, duncanspumpkin, marijnvdwerf",janisozaur,"Y,core","Single or grouped?

Op vr 15 jan. 2016 om 20:20 schreef Duncan <notifications@github.com>","Y,core","Single or grouped?

Op vr 15 jan. 2016 om 20:20 schreef Duncan <notifications@github.com>",N,{},N,{},"Rej, not sure.",{},,

37VUR2VJ6ADTUT4TD0JV0RQ9ZRA1C1,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:02 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:02 PDT 2016,,,3A4NIXBJ77NLF6II910TBMZK4FXLMG,AMZVZJL54O491,Approved,Mon Sep 26 04:46:45 PDT 2016,Mon Sep 26 04:50:46 PDT 2016,Mon Oct 03 04:50:46 PDT 2016,Wed Sep 28 14:46:00 PDT 2016,,,241,80% (64/80),80% (64/80),80% (64/80),1236,https://github.com/druid-io/druid/pull/2242,https://github.com/druid-io/druid/graphs/contributors,FALSE,guobingkun,guobingkun,"fjy, xvrl, gianm",5,13,{},zantx3,guobingkun,"fjy, xvrl, gianm, nishantmonu51, cheddar, drcrallen","himanshug,",N,{},N,{},"Y,improve","guobingkun commented on Mar 16



@fjy Yes, I will finish this up soon.",N,{},"Rej, not sure.",{},,

3EHVO81VN59KB1F9ZSXWBINPCJF1HA,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:04 PDT 2016,,,337RC3OW06Q45TCRNT1KYIIXV6GVLA,AB1RF17U3HM3W,Approved,Sun Sep 25 15:47:44 PDT 2016,Sun Sep 25 15:54:03 PDT 2016,Sun Oct 02 15:54:03 PDT 2016,Wed Sep 28 14:46:00 PDT 2016,Tue Sep 27 10:53:03 PDT 2016,,379,100% (6/6),100% (1/1),100% (1/1),1238,https://github.com/OpenRA/OpenRA/pull/10404,https://github.com/OpenRA/OpenRA/graphs/contributors,TRUE,Mailaender,obrakmann,"pchote, chrisforbes, Mailaender",4,14,"fun, but complicated",nebososo,Mailaender,"pchote, chrisforbes, Mailaender, ihptru, abcdefg30",{},N,{},"Y,core","Also needs a rebase.



$$$$



You're only checking an integer here, so you can remove duplication by passing that into the constructor as well.



$$$$



Needs a rebase again.





$$$$



I think you can now also give those new crate actors their respective image: #10571



$$$$



It seems that RA used @ as a new line placeholder. Not sure how C&C handled it since all my maps use mission.ini for their briefing text.



So not sure if it can be generalized so that we can do the substitution here.



Edit: It seems that C&C used ## to force a line break, so I'd say let's not do the substitution.",N,{},N,{},Merged.,{},,

3EHVO81VN59KB1F9ZSXWBINPCJF1HA,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:04 PDT 2016,,,3I33IC7ZWGQECJNL2SSJNZ5B51DA2Z,ABFSVRWVFHZ6P,Approved,Fri Sep 30 08:05:36 PDT 2016,Fri Sep 30 08:16:32 PDT 2016,Fri Oct 07 08:16:32 PDT 2016,Sat Oct 01 19:06:06 PDT 2016,,,656,100% (39/39),100% (39/39),100% (39/39),1238,https://github.com/OpenRA/OpenRA/pull/10404,https://github.com/OpenRA/OpenRA/graphs/contributors,TRUE,Mailaender,obrakmann,"pchote, chrisforbes, Mailaender",4,14,{},0pointr,Mailaender,"pchote, chrisforbes, Mailaender, reaperrr, abcdefg30, obrakmann, ScottNZ, penev92, RoosterDragon, cjshmyr, atlimit8, Phrohdoh, ihptru, WolfGaming",pchote,"Y,core","Looks good to me and importing still works.

$$$$

Looks fine to me otherwise. :+1:",N,{},N,{},N,{},Merged.,{},,

38RHULDV9Y3D8X6W2Y424KEY892WIW,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:02 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:02 PDT 2016,,,3LYA37P8IRBEC9W3XCYJI6BB3GDKBC,AMZVZJL54O491,Approved,Mon Sep 26 03:47:33 PDT 2016,Mon Sep 26 03:51:30 PDT 2016,Mon Oct 03 03:51:30 PDT 2016,Wed Sep 28 14:46:03 PDT 2016,,,237,80% (64/80),80% (64/80),80% (64/80),1242,https://github.com/alcaeus/mongo-php-adapter/pull/20,https://github.com/alcaeus/mongo-php-adapter/graphs/contributors,FALSE,RageZBla,alcaeus,"alcaeus, RageZBla",3,14,{},{},ragezbla,"alcaeus, RageZBla, bashofmann","jmkola,","Y,core","alcaeus commented on Jan 9



Thanks, I'll take a look at this soon.","Y,core","alcaeus commented on Jan 5



As a first start, this seems ok, there are a couple of special cases we can't quite cover yet. For example, inserting a document that violates a unique index normally causes a MongoDuplicateKeyException:","Y,bug","alcaeus commented on Jan 17



I've changed the failing test around - I don't have 2.6 (the version running on Travis) around to see the actual error thrown.



$$$



@RageZBla

RageZBla commented on Jan 17

I tried with mongo 2.6 and the test still fails somehow.",N,{},"Rej, not sure.",{},,

3K8CQCU3KEP5MYHNZEHU9SAFU8WWNC,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:04 PDT 2016,,,3AAJC4I4FHGFJNT1L5EA39I1FUDJZW,AMZVZJL54O491,Approved,Mon Sep 26 05:06:18 PDT 2016,Mon Sep 26 05:08:32 PDT 2016,Mon Oct 03 05:08:32 PDT 2016,Wed Sep 28 14:46:01 PDT 2016,,,134,80% (64/80),80% (64/80),80% (64/80),1248,https://github.com/cgeo/cgeo/pull/5358,https://github.com/cgeo/cgeo/graphs/contributors,TRUE,pstorch,samueltardieu,"samueltardieu, Bananeweizen, rsudev",6,14,{},{},pstorch,"samueltardieu, Bananeweizen, rsudev, lineflyer, kuumy, sammyshp",pstorch,"Y,core","@samueltardieu

c:geo member

samueltardieu commented on Jan 8



Thanks for your contribution. There are a few details to handle now that I'll put in #4267.",N,{},N,{},N,{},Merged.,{},,

3D1TUISJWIO0GTHR7YP1MWT1NTRUIV,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:04 PDT 2016,,,3U8YCDAGXQ4Z3PROC1LRUBR1BIV0QL,AMZVZJL54O491,Approved,Mon Sep 26 05:16:30 PDT 2016,Mon Sep 26 05:20:20 PDT 2016,Mon Oct 03 05:20:20 PDT 2016,Wed Sep 28 14:46:01 PDT 2016,,,230,80% (64/80),80% (64/80),80% (64/80),1258,https://github.com/mixxxdj/mixxx/pull/849,https://github.com/mixxxdj/mixxx/graphs/contributors,TRUE,ywwg,ywwg,"rryan, daschuer, ywwg",5,14,{},{},ywwg,"rryan, daschuer, ywwg, asantoni, esbrandt, tuehaste, cardinot","sblaisot, be-ing, dashcuer, pegasus-rpg,","Y,core","rryan commented on Jan 8



Neat! High level comments:","Y,others","Pegasus-RPG commented on Jan 8



Once you have a size estimate, how involved would it be to check to see if the destination file system has enough space? And don't even start the copy if not. (Partial multiple-file copies are a pain to fix so let's avoid them.)","Y,improve","ywwg commented on Jan 15



closing for now while I do a major refactor",N,{},Merged.,{},,

3A3KKYU7P35Z4GWNND2UWDLFPIMWMC,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:04 PDT 2016,,,3AMYWKA6YCARWO0NZD94E76SAAJO63,ADUKAOL850DWV,Approved,Thu Sep 29 03:43:05 PDT 2016,Thu Sep 29 03:52:40 PDT 2016,Thu Oct 06 03:52:40 PDT 2016,Sat Oct 01 19:06:05 PDT 2016,,,575,100% (2/2),100% (2/2),100% (2/2),1263,https://github.com/slamdata/purescript-pathy/pull/10,https://github.com/slamdata/purescript-pathy/graphs/contributors,TRUE,chrisdotcode,jdegoes,"jdegoes, garyb",3,14,{},johndeveloper,chrisdotcode,"jdegoes, garyb,chrisdotcode",zudov,N,{},"Y,core",We tend to just squash into one commit unless the change is huge,N,{},N,{},"Rej, not sure.",{},,

3A3KKYU7P35Z4GWNND2UWDLFPIMWMC,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:04 PDT 2016,,,3DEL4X4EL79G9HOL6NRSGBHEKXVYXD,AMZVZJL54O491,Approved,Mon Sep 26 01:25:03 PDT 2016,Mon Sep 26 01:27:36 PDT 2016,Mon Oct 03 01:27:36 PDT 2016,Wed Sep 28 14:46:02 PDT 2016,Tue Sep 27 10:53:03 PDT 2016,,153,80% (64/80),80% (64/80),80% (64/80),1263,https://github.com/slamdata/purescript-pathy/pull/10,https://github.com/slamdata/purescript-pathy/graphs/contributors,TRUE,chrisdotcode,jdegoes,"jdegoes, garyb",3,14,{},{},chrisdotcode,"jdegoes, garyb,chrisdotcode,simonrichardson","zudov,","Y,core","degoes commented on Jan 12



Thanks so much for this @chrisdotcode!",N,{},N,{},N,{},"Rej, implemented.","jdegoes commented on Jan 12



Thanks so much for this @chrisdotcode!

$$$$$$

Oops, accidentally merged this prior to the final revision! Sorry. :disappointed:",,

3M7OI89LVYCO1F5QJ6VCVNHQ72QC6A,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:02 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:02 PDT 2016,,,3WAKVUDHUX45DTYPE9Q5JRYDMGB7UZ,AMZVZJL54O491,Approved,Mon Sep 26 02:18:19 PDT 2016,Mon Sep 26 02:28:53 PDT 2016,Mon Oct 03 02:28:53 PDT 2016,Wed Sep 28 14:46:03 PDT 2016,,,634,80% (64/80),80% (64/80),80% (64/80),1268,https://github.com/activemerchant/active_merchant/pull/1992,https://github.com/activemerchant/active_merchant/graphs/contributors,FALSE,xuorig,xuorig,"ntalbott, duff, melari",4,14,{},zantx3,xuorig,"ntalbott, duff, melari, soleone, jduff, bizla,",krysosterone,N,{},N,{},N,{},"Y, no value","girasquid commented on Jan 13



    Or having a new PaypalInContext class, so not to break every existing implementation that uses this gem



I think this approach makes the most sense here, based on that compatibility list. Upgrading your gem version and losing the ability to do bill me later would be less than ideal.","Rej, not sure.",{},,

37G6BXQPLQ9W8V8OU6F5RGYKSFFEQ2,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:45:57 PDT 2016,,,3N4BPTXIO9GT8859X3FENW3ZS08UKP,AMZVZJL54O491,Rejected,Mon Sep 26 01:41:45 PDT 2016,Mon Sep 26 01:41:56 PDT 2016,Mon Oct 03 01:41:56 PDT 2016,,Wed Sep 28 14:45:57 PDT 2016,Submitter is left blank. If you have doubts about that. Please contact di.chen.mturk@gmail.com,11,80% (64/80),80% (64/80),80% (64/80),1271,https://github.com/HubTurbo/HubTurbo/pull/1170,https://github.com/HubTurbo/HubTurbo/graphs/contributors,TRUE,codemanmeet,dariusf,"dariusf, lejolly, acruis",3,15,{},zant3,{},"dariusf, lejolly, acruis",{},,{},,{},,{},,{},,{},,

37G6BXQPLQ9W8V8OU6F5RGYKSFFEQ2,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:45:57 PDT 2016,,,3P4RDNWND6UTOX4RL1QO3EFBKEQJI9,ABFSVRWVFHZ6P,Approved,Thu Sep 29 22:17:38 PDT 2016,Thu Sep 29 23:06:46 PDT 2016,Thu Oct 06 23:06:46 PDT 2016,Sat Oct 01 19:06:06 PDT 2016,,,2948,100% (39/39),100% (39/39),100% (39/39),1271,https://github.com/HubTurbo/HubTurbo/pull/1170,https://github.com/HubTurbo/HubTurbo/graphs/contributors,TRUE,codemanmeet,dariusf,"dariusf, lejolly, acruis",3,15,The definition for core contributors should be less vague. You should just say only contributors who merged/closed pull requests. 'Who contribute the most' can have different interpretations. A contributor may be in the top 3% of committers and not be responsible with pull requests. In such cases it becomes difficult to decide.,0pointr,1140-filter-n-issues,"dariusf, lejolly, acruis, naomilwx",damithc,"Y,core","Okay, this looks good now. Thanks for making all the changes. Could you update to the latest master and ensure CI passes before merging?","Y,core","Maybe use a more general name, like processFilter? withFilter?",N,{},N,{},Merged.,{},,

3LG268AV38UWKWNO7L45W68PO1HER3,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:04 PDT 2016,,,386CSBG1O0AUH0D3EQ183C1SOL8Q63,A1WTD5OHCQS3TG,Rejected,Mon Sep 26 05:06:45 PDT 2016,Mon Sep 26 05:21:58 PDT 2016,Mon Oct 03 05:21:58 PDT 2016,,Tue Sep 27 10:53:03 PDT 2016,Q5 is wrong. We approve HIT with at least correct answer for Q5 and the preparation parts. If you have doubts about that. Please contact di.chen.mturk@gmail.com,913,30% (3/10),30% (3/10),30% (3/10),1277,https://github.com/owncloud/core/pull/21532,https://github.com/owncloud/core/graphs/contributors,TRUE,rullzer,DeepDiver1975,"DeepDiver1975, icewind1991, PVince81",6,15,{},zabza13,rullzer,"DeepDiver1975, icewind1991, PVince81","mention-bot,schiessle,PVince81,nickvergessen,DeepDiver1975","Y,others","By analyzing the blame information on this pull request, we identified @SergioBertolinSG to be a potential reviewer","Y,others","Ok feedback needed. What do we expect the getShares function to return (I know shares). But I came across a slightly more tricky situation.



Assume user1 shares a folder with the group foo.

user2 (in the group foo) deletes this share.

This adds an extra entry to the share table of type 2 (special type)

This entry had permissions set to 0

This entry has parent set to the original share

Thus basically we have the following:



id	type	with	by	permissions	parent

1	1	foo	user1	31	

2	2	user2	user1	0	1

No if I query getShares for user1 (so get all the shares by) It should only return the share with id 1. The other stuff is internal and has no place on the outside!



But now what if we want to call the function getSharedWith with user2?



I would think we want to return the 'original' share. But the permissions set to 0 right? That way the share manager is nicely kept in the dark about share type 2 (which is good).



But then we need to think about the delete function a bit. Because if the receiving user deletes a share other stuff should happen than if the owner or initiator deletes a group share.



Input and comments are appriciated: @schiesbn @DeepDiver1975 @nickvergessen @PVince81","Y,improve|Y,inconsistency","yes, I think that's the right behavior.



What differences do you see here. I think this are just two seperate operation ""unshare"" and ""unshare-from-self"". Which can work the same way for sharing 2.0 as it works now.



Some more general thoughts: In the long run I would like to have a side-bar entry ""open shares"" which contain unaccepted federated share. I would also move group/user shares there if the user unshares them from self, so that he can bring them back if he wish.",N,{},"Rej, not sure.",{},,

3LG268AV38UWKWNO7L45W68PO1HER3,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:04 PDT 2016,,,3R3YRB5GRGRNWVWNLC2PTI03OWZAUS,ABFSVRWVFHZ6P,Approved,Sat Oct 01 02:37:09 PDT 2016,Sat Oct 01 02:46:26 PDT 2016,Sat Oct 08 02:46:26 PDT 2016,Sat Oct 01 19:06:06 PDT 2016,,,557,100% (39/39),100% (39/39),100% (39/39),1277,https://github.com/owncloud/core/pull/21532,https://github.com/owncloud/core/graphs/contributors,TRUE,rullzer,DeepDiver1975,"DeepDiver1975, icewind1991, PVince81",6,15,{},0pointr,rullzer,"tanghus, samtuke, blizzz, Xenopathic, nickvergessen, rullzer, PVince81, georgehrke, bantu, schiessle, ChristophWurst, eMerzh, Kondou-ger, FlorinPeter, icewind1991, LukasReschke, VicDeo, DeepDiver1975, jancborchardt, tomneedham, BernhardPosselt, butonic, MorrisJobke, bartv2",mention-bot,"Y,core","Apart from #21532 (comment) and a few clarifications, the code looks good.



I haven't tested it. Are there unit tests ? Are these changes covered by the API tests ?",N,{},"Y,bug","This PR breaks the share filters of the file list for me:

Shared by link: index.php/apps/files/?dir=%2F&view=sharinglinks

Shared with others: index.php/apps/files/?dir=%2F&view=sharingout



Only:

Shared with you: index.php/apps/files/?dir=%2F&view=sharingin

still works",N,{},Merged.,{},,

3B9J25CZ251TOD3NQJYFWSDIPRMSCB,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:02 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:02 PDT 2016,,,3OVHNO1VE7P2G1T9B9SZ0BNOA8OZD2,AKYJHE7UIR7FY,Approved,Sun Sep 25 19:08:34 PDT 2016,Sun Sep 25 19:47:12 PDT 2016,Sun Oct 02 19:47:12 PDT 2016,Wed Sep 28 14:46:04 PDT 2016,,,2318,100% (2/2),100% (2/2),100% (2/2),1289,https://github.com/coreos/coreos-kubernetes/pull/240,https://github.com/coreos/coreos-kubernetes/graphs/contributors,FALSE,colhom,colhom,"aaronlevy, colhom",4,15,{},manu003,colhom,"aaronlevy, colhom,bcwaldon,robszumski,pbx0,cgag,joshix",jeffb-stell,"Y,core","If kube-aws render included all assets, it would fulfill the --dry-run idea in #241.","Y,core","I don't know a good alternative to this off the top of my head, but eval'ing a heredoc that is the subshell output of cat'ing a file ... seems like there must be a better way.
