HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HIT_ID,Input.pr_link,Input.contributors_url,Input.closer,Input.cores,Input.p_num,Input.c_num,Answer.Comment,Input.submitter,Answer.P1_Submitter,Answer.P2_Cores,Answer.P3_External,Answer.Q1_Support?,Answer.Q1_Support_Comment,Answer.Q2_Alternate S?,Answer.Q2_Alternate_Comment,Answer.Q3_Dis_Solution?,Answer.Q3_Dis_Solution_Comment,Answer.Q4_Dis_Problem?,Answer.Q4_Dis_Problem_Comment,AssignmentId,Input.merged,Answer.Q5_Outcome?,Answer.Q5_Outcome_Comment?,Approve,Reject

3FJ2RVH25ZUYLGFMKK9I3KZ6OYF92E,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:52 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Wed Nov 09 07:03:38 PST 2016,Wed Nov 09 07:21:56 PST 2016,Wed Nov 16 07:21:56 PST 2016,,,,1098,98% (39/40),0% (0/1),0% (0/1),10003,https://github.com/symfony/symfony/pull/5248,https://github.com/symfony/symfony/graphs/contributors,fabpot,"fabpot, nicolas-grekas, webmozart",10,31,{},sc0ttkclark,sc0ttkclark,"fabpot, nicolas-grekas, webmozart, kriswallsmith, pborreli, romainneutron, bamarni","sc0ttkclark, travisbot, mevers47, dlsniper, Fonsini, Jaza, shacharsol","Y,core","Having sf embedded inside another app is not that farfetched, so IMHO this should be supported.



$$$$



Yeah, I agree we should support this, but I guess in that case we should have a more explicit mechanism to delegate session starting.","Y,core","As apparently before PHP 5.4 tehre is no reliable way to check wether the session is started or not, I suggest instead to have a NativeProxySessionStorage, using the already existing NativeProxy handler, its code would be pretty straightforward, it'd never set any session ini setting, it'd never start any session, wouldn't use any metadatabag, because I don't think it makes sense to have 2 different starting points in that situation.



Basically here we only want to say : ""the session management is handled outside symfony, if symfony needs the session, it should only populate the $_SESSION superGlobal with its stuff"".



A drawback I see about this is whenever symfony needs to populate the session while it hasn't been started by the wrapping app, imo this case should not be considered / allowed, the wrapping app must start the session for all requests.","Y,bug|Y,inconsistency","You cannot assume that a non empty ID means the session has not started. The session ID can be set before starting a session.



What problem are you trying to solve? I can give some better advice if I understand what issue you are experiencing.



$$$$



well to me the issue is that if Symfony2 is embedded into app X .. it means app X will execute code before and after. as a result if app X didnt start a session before Symfony2 was called, there is no guarantee that it will not want to start one afterwards. so imho session starting needs to be handled by only one app and the other simply has to hook into the other one.",N,{},3EJJQNKU9STAQQCKNOHC5T0O86MRHP,FALSE,NN,"fabpot closed this on Apr 21, 2013",,

3Z8UJEJOCZ1N6YB5OKNNMU4YUCF93P,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:52 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Tue Nov 08 05:39:09 PST 2016,Tue Nov 08 05:46:10 PST 2016,Tue Nov 15 05:46:10 PST 2016,,,,421,98% (39/40),0% (0/1),0% (0/1),10004,https://github.com/emberjs/ember.js/pull/365,https://github.com/emberjs/ember.js/graphs/contributors,tchak,"rwjblue, stefanpenner, wagenet",4,6,{},tchak,tchak,"locks, dgeb, hjdivad, stefanpenner, mmun, chancancode, trek, mixonic, rwjblue, chadhietala, ef4, machty, wagenet, ebryn, teddyzeenny, lukemelia, krisselden, tomdale, fivetanley, wycats","tchak, devinus, pangratz","Y,others","For the record, I'm interested in this too.","Y,core","Generally things are set by path to aid templating (like itemViewClass in CollectionView for example).



If you need the view to be defined after the state is created (not sure of the use case), why not just bind it to that path?",N,{},N,{},3ERMJ6L4DZGM0LTG57ZJSHHKNRH7MQ,FALSE,NN,"tchak closed this on Jan 26, 2012",,

3Q9SPIIRWJAY2FNYQACPNMQFYNSAWC,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:52 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Wed Nov 09 06:09:21 PST 2016,Wed Nov 09 06:16:58 PST 2016,Wed Nov 16 06:16:58 PST 2016,,,,457,98% (39/40),0% (0/1),0% (0/1),10005,https://github.com/gitlabhq/gitlabhq/pull/3351,https://github.com/gitlabhq/gitlabhq/graphs/contributors,randx,"randx, tsigo, DouweM",3,10,{},Andrew8xx8,Andrew8xx8,"maxlazio, jacobvosmaer, stanhu, rymai, Razer6, tmaczukin, vsizov, tsigo, NARKOZ, DouweM, riyad, jvanbaarsen, dosire, axilleas, randx","Andrew8xx8, coveralls","Y,core","Looks impressing. 

Since I'm a bit busy with some other stuff I'll made a review in a week or something. 

Please be patient. And thank you for contribution :)



$$$$



+1",N,{},N,{},N,{},3R6P78PK7LZ969U1774PK8P5HQWTGT,TRUE,YY,"randx merged commit e0af7ce into gitlabhq:master on Jun 4, 2013",,

31J7RYECZLEMXXYZQDCU3AGWWMI1LM,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,1,BatchId:2567999;,3600,604800,Tue Nov 08 16:18:50 PST 2016,,,A2958TQAW43MP6,Approved,Fri Nov 04 08:39:34 PDT 2016,Fri Nov 04 08:45:33 PDT 2016,Fri Nov 11 07:45:33 PST 2016,2016-11-11 15:46:29 UTC,,,359,100% (12/12),100% (12/12),100% (11/11),10006,https://github.com/tastejs/todomvc/pull/120,https://github.com/tastejs/todomvc/graphs/contributors,sindresorhus,"sindresorhus, passy, addyosmani",3,31,{},mikaelkaron,mikaelkaron,"sindresorhus, passy, addyosmani, samccone, stephenplusplus, ColinEberhardt, cburgdorf","boushley, stas","Y,core","Thanks for the contribution :D



$$$$



It looks pretty good :)



$$$$



@mikaelkaron Thanks for the update!","Y,core","I'll try to land 0.0.2 ASAP, so please target this for 1.0



$$$$



Funny problem there actually, it's jQuery that triggers a simulated focusout event on the containing input as I .remove() the li, thereby re-triggering the whole chain (I click() a corresponding .destroy when the input is empty and we lose focus)",N,{},N,{},3HOSI13XH0CZD0ODJR329J4LZAZDDJ,FALSE,NY,"mikaelkaron referenced this pull request on May 29, 2013

 Merged

Updated project to TroopJS 2.x #575",,

38LRF35D5LKLQQZ8MVIEIQRC7XP3UA,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,1,BatchId:2567999;,3600,604800,Mon Oct 31 21:50:53 PDT 2016,,,A38NFX88VZDMJ3,Approved,Tue Oct 25 16:34:52 PDT 2016,Tue Oct 25 17:00:07 PDT 2016,Tue Nov 01 17:00:07 PDT 2016,2016-11-02 00:00:14 UTC,,,1515,100% (7/7),100% (7/7),0% (0/0),10007,https://github.com/laravel/framework/pull/720,https://github.com/laravel/framework/graphs/contributors,taylorotwell,"taylorotwell, GrahamCampbell, lucasmichot",5,13,{},barryvdh,barryvdh,"taylorotwell, GrahamCampbell, lucasmichot, JosephSilber, themsaid, crynobone","RSully, zantx3, jonphipps",N,{},N,,"Y,improve","I can't tell from the web interface what is going on (my first guess is tabs vs spaces) but for files like src/Illuminate/Auth/AuthManager.php any idea why the diff is a complete remove/add of the file?



Also if we're going to do all of these changes might it be wise to also consider either removing @return from __constructor or switching to @return self as per phpdoc.org (see #702)



What's with half of these files files having EVERY line changed?!","Y,not fit.","However, I'm not sure if your'e wasting your time or not. There was an issue open which Taylor has closed (which you've referred to in your PR, #701). I don't like your chances of having it merged.",3VELCLL3GL72JPMXU4EXWH6XJBY1FH,FALSE,NN,"I'm not comfortable merging this with those entire file replacements being shown in the diff.



barryvdh deleted the unknown repository",,

3E9VAUV7BW22RKIY5BUD8JBV9VSAYB,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,1,BatchId:2567999;,3600,604800,Mon Oct 31 21:50:53 PDT 2016,,,A1M6A01CROTF3K,Approved,Tue Oct 25 05:21:32 PDT 2016,Tue Oct 25 05:41:18 PDT 2016,Tue Nov 01 05:41:18 PDT 2016,2016-11-01 12:42:14 UTC,,,1186,100% (9/9),100% (9/9),0% (0/0),10010,https://github.com/OpenImageIO/oiio/pull/82,https://github.com/OpenImageIO/oiio/graphs/contributors,lgritz,"lgritz, edgarv",3,13,{},matekm,matekm,"lgritz, edgarv, matekm, inequation","dewyatt, lgritz","Y,core|Y,others","Nice! I figured webp support would be pretty easy. I guess I can scratch this off my list!



$$$$



I think Daniel explanation is good enough. The whole decode magic is in webp library and we have the ability to choose if we want return data in RGB/RGBA/... formats.",,"I know you asked Robert, but I might be able to answer some questions.

WebP uses VP8 which I believe means data is always stored as Y'UV (Y'CbCr).

Chapter 2 ""Format Overview"" of VP8 bitstream specs:

http://tools.ietf.org/id/draft-bankoski-vp8-bitstream.txt



However, libwebp provides decoding functions that convert to variants of RGB:

WebPDecodeRGB returns RGB image samples in [r0, g0, b0, r1, g1, b1, ...] order.

WebPDecodeRGBA returns RGBA image samples in [r0, g0, b0, a0, r1, g1, b1, a1, ...] order.

WebPDecodeBGR returns BGR image samples in [b0, g0, r0, b1, g1, r1, ...] order.

WebPDecodeBGRA returns BGRA image samples in [b0, g0, r0, a0, b1, g1, r1, a1, ...] order.","Y,improve","Sorry, Daniel, I'm sure Robert didn't mean to step on your toes. On the other hand, I really think that a good implementation of PSD will keep you busy the whole summer, you shouldn't be worried about this.",N,{},3R2UR8A0IB44F3KJ00IUEKJCGM0OX4,FALSE,NY,matekm wants to merge 1 commit into OpenImageIO:master from matekm:webplugin,,

3J5XXLQDHMZL35O8RLSJECTVL4Y3VZ,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:52 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Wed Nov 09 08:43:45 PST 2016,Wed Nov 09 08:57:57 PST 2016,Wed Nov 16 08:57:57 PST 2016,,,,852,98% (39/40),0% (0/1),0% (0/1),10013,https://github.com/jashkenas/backbone/pull/697,https://github.com/jashkenas/backbone/graphs/contributors,jashkenas,"jashkenas, braddunbar, akre54",16,35,{},tbranyen,jashkenas,"akre54, megawac, knowtheory, samuelclay, tgriesser, tbranyen, jashkenas, braddunbar, caseywebdev, jridgewell","powmedia, nibblebot, TheCloudlessSky, MFoster, khepin, jergason, BlakeWilliams, RStankov, studgeek, grydstedt","Y,others","+1 for a proper .once() method which removes the event listener; could help prevent memory leaks



$$$$



+1 for this. @jashkenas - it's not the same thing since _.once would still keep the handler bound after the first time it's called. Here's my use case:



Create a model.

Bind once to the sync event to the model.

Show a dialog and when closed, save the model.

The once'd sync event is triggered (with { wait: true}) and the model is added to the collection.

For example:



var newAppointment = new mos.model.Appointment();

newAppointment.once('sync', function() {

  // Only add to the collection after it has been saved.

  collection.add(newAppointment);

});



var dialog = new mos.ui.AppointmentDialog({

  model: newAppointment,

  mode: mos.ui.DialogMode.CREATE

});



dialog.render(); // User then clicks 'Save' which would trigger ""model.save()""



$$$$



+1 @jashkenas please re-open this for consideration. _.once does not provide the same functionality



$$$$



I like this one too, use it quite regularly. +1



$$$$



@tbranyen +1. It's very convenient for setting off one time operations that need to respond once to a recurring event, such as a set up operation.



$$$$



Just another word of support: I would love the once functionality in Backbone events. It is in the node EventEmitter, and is very useful there.



$$$$



+1",N,{},N,{},"Y, no value","Mornin' @tbranyen! The approach is interesting but I have to wonder, given the way once is essentially a callback, how often it would be useful to off the handler anyway. It's a good deal of overhead for something that can already be done with little effort and no extra cost.



model.on('event', function handler() {

  model.off('event', handler);

  // ...

}, model);



// ...



if (condition) model.off('event', handler);",36PW28KO40K67ZZ1VCNKP0E1GNTEAD,FALSE,NN,"jashkenas closed this in 7dbfecc on Dec 8, 2012",,

3GS542CVJVBQKDY923BG1R2I88695F,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:53 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Mon Nov 07 07:29:25 PST 2016,Mon Nov 07 07:38:33 PST 2016,Mon Nov 14 07:38:33 PST 2016,,,,548,98% (39/40),0% (0/1),0% (0/1),10014,https://github.com/numpy/numpy/pull/3306,https://github.com/numpy/numpy/graphs/contributors,juliantaylor,"charris, teoliphant, cournape",5,16,{},juliantaylor,juliantaylor,"rgommers, jaimefrio, pv, certik, teoliphant, rkern, njsmith, stefanv, charris, cournape, ahaldane, seberg, mwiebe, juliantaylor",FreddieWitherden,"Y,core|Y,others","Being able to memmap file descriptors is handy in all sorts of cases. I'm

not sure how important they are for numpy's purposes, but certainly being

able to memmap an anonymous temporary file seems useful, which was the

original issue. (The whole point of such a file is that it doesn't *have* a

name -- which means it will be automatically cleaned up as soon as the

program using it exits -- so getting a filename from a descriptor is

certainly not possible in this case, never mind easy.)



$$$$



In our project we have a strong use case for allowing np.load to be able to memory map arbitrary file objects. Our code makes extensive use of uncompressed .npz (zip) files for our file format which are often several gigabytes in size. As they are uncompressed the .npy files inside this file are prime candidates for memory mapping. Without too much work one can get the offset of each entry inside of the file. Exploiting this, however, requires that np.load accept file objects as opposed to file names with the mmap parameter.","Y,core",I think a more informative error message would be useful however this goes.,"Y,inconsistency","You are testing with a bona-fide file object (or the Python 3 equivalent), not a generic file-like object like a GzipFile which cannot be memmapped. That's the intention behind the restriction.



$$$$



We're not ""checking for gzip"". We're documenting the restrictions on valid input to the function. You can't memory map onto arbitrary file-like objects.



open_memmap is documented. It is part of the numpy.lib.format API. It's not just for implementing numpy.load.",N,{},3OLF68YTNAPYDDZXQN7Q7IZ0Q8WFAK,FALSE,NN,"juliantaylor closed this on May 6, 2013",,

3WUVMVA7OBR2WAS31XWWMQKXFPVZAQ,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:54 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:53 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Thu Nov 10 03:44:09 PST 2016,Thu Nov 10 03:54:43 PST 2016,Thu Nov 17 03:54:43 PST 2016,,,,634,98% (39/40),0% (0/1),0% (0/1),10015,https://github.com/appium/appium/pull/793,https://github.com/appium/appium/graphs/contributors,penguinho,"jlipps, bootstraponline, sebv",5,14,Contributors who have made only 4-10 commits (whereas the project has thousands of commits) are to be labeled as core or external?,tokunbo,tokunbo,"santiycr, edgy360, jlipps, penguinho, moizjv, bootstraponline, bernii, sebv, admc, imurchie, DylanLacey, paymand, sourishkrout, sah, Jonahss","tokunbo, xuru",N,{},"Y,core|Y,others","I would suggest having an array of possible node locations and loop through them in order using fileExists to determine if it's available. Once found, break out of the loop and go own with life, otherwise present the error to the user.



$$$$



the proper way to do this is with applescript. There is a node path property on Appium.app (for those who don't put i in the applications folder) jlipps already does this somewhere else in the same file","Y,improve","I don't think we can hardcoe a guess to the /Application folder, that assumes that's where people put it, which often they don't we should correct this diff to use AppleScript and let LaunchServices find Appium.app","Y, no value","Haha. Well it sounds like there's a much better solution out there for you, in the guise of installing a global node binary that works! I'd rather help you debug that at the hackathon on Monday than build this somewhat odd feature.",37KGEN7NJ4EHRUUTT9LS9720TMRPPX,FALSE,NN,"penguinho closed this on Jun 25, 2013",,

3E6L1VR4XWAV4RP0A8LD3T2T71C6FK,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:54 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:53 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Mon Nov 07 05:12:25 PST 2016,Mon Nov 07 05:21:33 PST 2016,Mon Nov 14 05:21:33 PST 2016,,,,548,98% (39/40),0% (0/1),0% (0/1),10016,https://github.com/gregbell/active_admin/pull/1952,https://github.com/gregbell/active_admin/graphs/contributors,seanlinsley,"seanlinsley, gregbell, timoschilling",10,31,{},tinynumbers,tinynumbers,"macfanatic, pcreux, mattvague, jpmckinney, jancel, timoschilling, gregbell, seanlinsley","tinynumbers, brodock, ncimino, mindhalt, socjopata, mwlang, smidwap","Y,core|Y,others","@tinynumbers I'm convinced that this should be merged, but I'm still waiting on input from the rest of the team.



$$$$



Same here. Please merge it!



$$$$



+1 please do it!

the way it is right now is obviously broken and the fix obviously works as many many others are using the fork with success (i include myself on those)",N,{},"Y,inconsistency","@Daxter - Greg is out of pocket for the next 2 weeks. I see the reasons mentioned in #1852, but I'm not sure of the best way to fix either. I'm not convinced reverting this change is a good move, or one that at least should be reserved for the 0.6 release since it is an important change.",N,{},382M9COHEI3QM8DZ1H4BP1QUL74UEI,TRUE,YY,"seanlinsley merged commit 6238c12 into activeadmin:master on Jul 9, 2013",,

3RDTX9JRTYP57HCSQWQDZBGEZE197U,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:54 PDT 2016,1,BatchId:2567999;,3600,604800,Mon Oct 31 21:50:54 PDT 2016,,,A1M6A01CROTF3K,Approved,Wed Oct 26 02:54:41 PDT 2016,Wed Oct 26 03:02:51 PDT 2016,Wed Nov 02 03:02:51 PDT 2016,Tue Nov 01 17:51:55 PDT 2016,,,490,100% (9/9),100% (9/9),0% (0/0),10018,https://github.com/xapi-project/xen-api/pull/957,https://github.com/xapi-project/xen-api/graphs/contributors,jonludlam,"johnelse, robhoes, jonludlam, simonjbeaumont, jonathanknowles, zli, rokstrnisa, thomassa",6,12,{},grantmcwilliams,grantmcwilliams,"johnelse, robhoes, jonludlam, simonjbeaumont, jonathanknowles, zli, rokstrnisa, thomassa","xen-git, jonludlam, robhoes","Y,others","Thanks, the man pages look great!","Y,others",Preferably they'd be distributed. On our side we have a script that creates manpages from the asciidoc source and we've created a SPEC file for the RPM itself. None of this is done though. When it's done we can share that too if there's interest.,N,{},"Y, no value","I have a minor question - I'm simply not sure of the protocol here, but what does the 'AUTHORS' section mean? Is it authorship of the manpage or of the tool it's describing?",3WAKVUDHUX45DTYPE9Q5JRYDWN97UL,TRUE,YY,jonludlam merged commit 2b057d9 into xapi-project:master on 22 Apr 2013,,

33BFF6QPI1ZYIUODHVXF0EC9SD03W9,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:54 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:54 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Tue Nov 08 06:27:00 PST 2016,Tue Nov 08 06:37:16 PST 2016,Tue Nov 15 06:37:16 PST 2016,,,,616,98% (39/40),0% (0/1),0% (0/1),10019,https://github.com/cfengine/design-center/pull/14,https://github.com/cfengine/design-center/graphs/contributors,zzamboni,"tzz, zzamboni, nickanderson",3,14,{},neilhwatson,neilhwatson,"phnakarin, tzz, atsaloli, estenberg, nickanderson, zzamboni",neilhwatson,"Y,core","Hi Neil - thanks for the submission! I think the paths bundle is an excellent idea.



I have made a couple of comments on some lines.



$$$$



I like the paths idea too. Maybe its just me and my brain wanting to limit scope, does anyone else find it easier to read a commit that is just a single sketch?","Y,core","neil what do you think about the bundle name change from cronjobs to cronjobs_add since it appends if not found. I think that would leave logical namespace for something like cronjobs_delete and other patterns for dealing with cronjobs, perhaps cron_d style related.



$$$$



I agree - I think the sketch should be named cronjobs (or just cron), with the bundle names indicative of their function (e.g. cron_add, cron_delete, etc.)",N,{},N,{},39O5D9O87UGRQGG2Q62FC40SOCIC31,TRUE,YY,"zzamboni merged commit da6242c into cfengine:master on Mar 1, 2012",,
